ID,SEX,AGE,FO,TIP,dzh1_1,dzh1_2,dzh1_3,dzh1_4,dzh1_5,dzh1_6,dzh1_7,dzh1_8,dzh1_9,dzh1_10,dzh1_11,dzh1_12,dzh2_1,dzh2_2,dzh2_3,dzh2_4,dzh2_5,dzh2_6,dzh2_7,dzh2_8,dzh2_9,dzh2_10,dzh2_11,dzh2_12,dzh3,dzh4,dzh5_1,dzh5_2,dzh5_3,dzh5_4,dzh5_5,dzh5_6,dzh5_7,dzh5_8,dzh5_9,dzh5_10,dzh5_11,dzh5_12,dzh5_13,TV,d1,EDU,DOHOD_0,PROF1,PROF2,PROF3,weight1
07cff176410cef03,Мужской,23.0,Центральный федеральный округ,Село,Беспородная собака,,,,,,,,,,,,Ничего,,,,,,,,,,,,Нет,5- полностью удовлетворен,,,,,,,,,,,,,,"Редко, но не менее одного раза в полгода",Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Транспортировка и хранение (складское хозяйство) Включает в том числе: Перевозка грузов, ж/д, авиа, водный, космическ...",1.8122982020794063
07cfd2f75c4ce44a,Мужской,19.0,Южный федеральный округ,Село,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Выгул агрессивных собак без намордника,"Отсутствие уборки за собаками в доме (в лифте, в подъезде)",,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,Основное общее образование: окончил 9 (раньше 8) классов,Плохое,"Работающий учащийся, студент","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Информационные технологии, связь, интернет Включает в том числе: Программирование /создание программного обеспечения,...",1.7840972642339827
07cfe3a74a4ce856,Мужской,18.0,Южный федеральный округ,Село,Беспородная кошка,,,,,,,,,,,,Ничего,,,,,,,,,,,,Нет,,,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,Среднее общее (10 или 11 классов школы с аттестатом),Среднее,"Работающий учащийся, студент","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",1.7840972642339827
07cff603cf0ce5d1,Мужской,23.0,Южный федеральный округ,Село,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Ничего не беспокоило,,,,,,,,,,,,,"Редко, но не менее одного раза в полгода",Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,Самозанятый,,Затрудняюсь ответить,1.7840972642339827
07d01376d30ce717,Мужской,24.0,Южный федеральный округ,Село,Породистая собака,Беспородная кошка,,,,,,,,,,,Ничего,,,,,,,,,,,,Нет,1 – совершенно не удовлетворен,,,,,,,,,,,,,,Не смотрю,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",1.7840972642339827
07d01409eeccefb8,Мужской,23.0,Южный федеральный округ,Село,Породистая кошка,,,,,,,,,,,,"Магазины, в которых можно находиться с животными",Зоомагазины,ГрУминг-салоны (уход за животными),Ветеринарные клиники,,,,,,,,,Нет,,,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Очень хорошее,"Работающий учащийся, студент",Затрудняюсь ответить/ отказ от ответа,"Информационные технологии, связь, интернет Включает в том числе: Программирование /создание программного обеспечения,...",1.7148386102817814
07cfc428a38ce74f,Мужской,23.0,Уральский федеральный округ,Село,Беспородная собака,Беспородная кошка,,,,,,,,,,,Ветеринарные клиники,Специализированные урны для утилизации отходов жизнедеятельности собак,,,,,,,,,,,Нет,5- полностью удовлетворен,,,,,,,,,,,,,,"Редко, но не менее одного раза в полгода",Провожу в интернете более четырех часов ежедневно,Основное общее образование: окончил 9 (раньше 8) классов,Очень хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...",Затрудняюсь ответить,1.8290303787767743
07cffc3d254ce90b,Мужской,23.0,Уральский федеральный округ,Село,Породистая кошка,,,,,,,,,,,,Зоомагазины,,,,,,,,,,,,Нет,,,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...",Затрудняюсь ответить/ отказ от ответа,Затрудняюсь ответить,1.6190924207545914
07cfe85cad0cee64,Мужской,22.0,Северо-Западный федеральный округ,Город с численностью менее 50 тысяч,Породистая собака,Беспородная кошка,,,,,,,,,,,Ветеринарные клиники,,,,,,,,,,,,"Да, время от времени",5- полностью удовлетворен,,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,Среднее общее (10 или 11 классов школы с аттестатом),Среднее,"Неработающий учащийся, студент",,,1.2381287376187196
07cff94ab90ce2d7,Мужской,18.0,Северо-Западный федеральный округ,Город с численностью менее 50 тысяч,Другое,,,,,,,,,,,,Ветеринарные клиники,,,,,,,,,,,,Нет,,,,,,,,,,,,,,,Не смотрю,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,"Неработающий учащийся, студент",,,1.0289865238490161
07d01895440cea89,Мужской,22.0,Южный федеральный округ,Город с численностью менее 50 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Ничего не беспокоило,,,,,,,,,,,,,Не смотрю,Не пользуюсь,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Работающий учащийся, студент",Затрудняюсь ответить/ отказ от ответа,Затрудняюсь ответить,1.2345837624491072
07d01e77914ceab2,Мужской,20.0,Южный федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,Беспородная собака,,,,,,,,,,,,Ветеринарные клиники,ГрУминг-салоны (уход за животными),"Кафе, в которых можно находиться с животными","Магазины, в которых можно находиться с животными",,,,,,,,,Нет,4,,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Работаю в правоохранительных органах, вооруженных силах, МЧС","Правоохранительные органы, силовые структуры, МЧС, военная служба Включает в том числе: Полиция, росгвардия, пожарно-...",1.2345837624491072
07d02953bdcce4af,Мужской,18.0,Южный федеральный округ,Поселок городского типа,Беспородная собака,Породистая кошка,,,,,,,,,,,Ничего,,,,,,,,,,,,Нет,Затрудняюсь ответить,,,,,,,,,,,,,,Не смотрю,Eжедневно менее четырех часов в день,Среднее общее (10 или 11 классов школы с аттестатом),Среднее,"Работающий учащийся, студент","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Общественное питание, ресторанный и гостиничный бизнес Включает в том числе: Кафе, ресторан, доставка продуктов питан...",1.2345837624491072
07cfe7811b0cecd5,Мужской,18.0,Приволжский федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,Беспородная кошка,,,,,,,,,,,,Ветеринарные клиники,"Магазины, в которых можно находиться с животными",,,,,,,,,,,Не бываю с питомцем в общественных местах,,,,,,,,,,,,,,,Не смотрю,Eжедневно менее четырех часов в день,Среднее общее (10 или 11 классов школы с аттестатом),Плохое,"Работающий учащийся, студент","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Транспортировка и хранение (складское хозяйство) Включает в том числе: Перевозка грузов, ж/д, авиа, водный, космическ...",1.2068564628686054
07cfe7bf854ce043,Мужской,22.0,Приволжский федеральный округ,Город с численностью менее 50 тысяч,Породистая собака,Беспородная собака,,,,,,,,,,,Ветеринарные клиники,Зоомагазины,,,,,,,,,,,Нет,3,,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,Среднее общее (10 или 11 классов школы с аттестатом),Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Работаю в правоохранительных органах, вооруженных силах, МЧС","Правоохранительные органы, силовые структуры, МЧС, военная служба Включает в том числе: Полиция, росгвардия, пожарно-...",1.2068564628686054
07cfd8a349ccef16,Мужской,19.0,Уральский федеральный округ,Поселок городского типа," Мелкие животные (хомячки, морские свинки, черепашки и т.п.)",Породистая кошка,Породистая собака,,,,,,,,,,Специально огороженные площадки для выгула или занятий домашних животных,Стойки с пакетами для уборки за собаками,"Магазины, в которых можно находиться с животными",ГрУминг-салоны (уход за животными),Зоомагазины,Специализированные урны для утилизации отходов жизнедеятельности собак,"Кафе, в которых можно находиться с животными",Ветеринарные клиники,Лапомойки в доме,,,,"Да, время от времени",5- полностью удовлетворен,,,,,,,,,,,,,,Смотрю более четырех часов ежедневно,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Очень хорошее,"Работающий учащийся, студент","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",1.1204014784621528
07cfd3946a8cefe7,Мужской,19.0,Сибирский федеральный округ,Город с численностью менее 50 тысяч,Породистая кошка,Беспородная кошка,,,,,,,,,,,Зоомагазины,,,,,,,,,,,,Не бываю с питомцем в общественных местах,,,,,,,,,,,,,,,Не смотрю,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Работающий учащийся, студент","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",1.2622743945375496
07d00c68530ce0c1,Мужской,24.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Породистая собака,,,,,,,,,,,,Зоомагазины,"Магазины, в которых можно находиться с животными",,,,,,,,,,,Нет,4,,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Работаю в правоохранительных органах, вооруженных силах, МЧС","Правоохранительные органы, силовые структуры, МЧС, военная служба Включает в том числе: Полиция, росгвардия, пожарно-...",1.1479714809678758
07d01187304ce71c,Мужской,18.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Породистая кошка,,,,,,,,,,,,Специально огороженные площадки для выгула или занятий домашних животных,Ветеринарные клиники,"Кафе, в которых можно находиться с животными",,,,,,,,,,Нет,,,,,,,,,,,,,,,"Редко, но не менее одного раза в полгода",Провожу в интернете более четырех часов ежедневно,Среднее общее (10 или 11 классов школы с аттестатом),Хорошее,"Неработающий учащийся, студент",,,1.1479714809678758
07d01f346e8ce2f7,Мужской,20.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Беспородная кошка,,,,,,,,,,,,Зоомагазины,,,,,,,,,,,,Не бываю с питомцем в общественных местах,,,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работающий учащийся, студент","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Сельское, лесное хозяйство, охота, рыболовство и рыбоводство Включает в том числе: Фермерское хозяйство, скотобойни, ...",1.1265334789439652
07cfd7a87ecce5fc,Мужской,24.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Выгул агрессивных собак без намордника,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Плохое,Самозанятый,,"Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",1.0071008567882522
07cff423008ce3e7,Мужской,24.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Беспородная собака,Беспородная кошка,,,,,,,,,,,Ветеринарные клиники,Специально огороженные площадки для выгула или занятий домашних животных,,,,,,,,,,,"Да, время от времени",2,,,,,,,,,,,,,,Не смотрю,Eжедневно менее четырех часов в день,Среднее общее (10 или 11 классов школы с аттестатом),Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",1.0071008567882522
07cfe41f370cec3e,Мужской,21.0,Северо-Западный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Беспородная кошка,,,,,,,,,,,,Ветеринарные клиники,,,,,,,,,,,,Нет,,,,,,,,,,,,,,,Не смотрю,Несколько раз в месяц,"Среднее профессиональное (техникум, колледж, ПТУ)",Очень хорошее,Самозанятый,,"Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",0.9942762743519987
07cfe0adf6cce6d3,Мужской,23.0,Южный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Ничего не беспокоило,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работающий учащийся, студент","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.9529421988538105
07d01acf034ceac8,Мужской,21.0,Северо-Кавказский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Породистая собака,,,,,,,,,,,,Ничего,,,,,,,,,,,,"Да, время от времени",4,,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Общественное питание, ресторанный и гостиничный бизнес Включает в том числе: Кафе, ресторан, доставка продуктов питан...",1.1512672610877694
07cff7ed90cce641,Мужской,20.0,Приволжский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Породистая собака,Породистая кошка,,,,,,,,,,,ГрУминг-салоны (уход за животными),Зоомагазины,"Магазины, в которых можно находиться с животными",Специально огороженные площадки для выгула или занятий домашних животных,Ветеринарные клиники,,,,,,,,"Да, время от времени",3,,,,,,,,,,,,,,Несколько раз в неделю,Провожу в интернете более четырех часов ежедневно,Среднее общее (10 или 11 классов школы с аттестатом),Очень хорошее,"Неработающий учащийся, студент",,,0.9691631500989766
07cffe4bb9cce78e,Мужской,20.0,Приволжский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Ничего не беспокоило,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,Среднее общее (10 или 11 классов школы с аттестатом),Хорошее,"Неработающий учащийся, студент",,,0.9691631500989766
07cfcce17eccec5c,Мужской,22.0,Уральский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Беспородная кошка,,,,,,,,,,,,Зоомагазины,Ветеринарные клиники,,,,,,,,,,,Нет,,,,,,,,,,,,,,,Несколько раз в месяц,Eжедневно менее четырех часов в день,Среднее общее (10 или 11 классов школы с аттестатом),Среднее,"Работающий учащийся, студент","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",1.0163989896609313
07cfce16990cebea,Мужской,21.0,Уральский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Беспородная собака,Беспородная кошка,,,,,,,,,,,Ничего,,,,,,,,,,,,Нет,3,,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Временно не работаю, безработный",,,1.0163989896609313
07cfde5f798ce21b,Мужской,20.0,Уральский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Беспородная кошка,,,,,,,,,,,,Зоомагазины,Ветеринарные клиники,,,,,,,,,,,Не бываю с питомцем в общественных местах,,,,,,,,,,,,,,,Несколько раз в месяц,Eжедневно менее четырех часов в день,Среднее общее (10 или 11 классов школы с аттестатом),Среднее,"Неработающий учащийся, студент",,,1.0163989896609313
07cfce002d4ce880,Мужской,24.0,Дальневосточный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Беспородная кошка,Беспородная собака,,,,,,,,,,,ГрУминг-салоны (уход за животными),Ветеринарные клиники,Зоомагазины,"Магазины, в которых можно находиться с животными",,,,,,,,,Нет,3,,,,,,,,,,,,,,Несколько раз в месяц,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",1.2470681489954987
07d002d9cdcce26d,Мужской,18.0,Приволжский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Ничего не беспокоило,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Неработающий учащийся, студент",,,0.8452881455517566
07cfeec6fb0ce444,Мужской,21.0,Приволжский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч," Мелкие животные (хомячки, морские свинки, черепашки и т.п.)",Декоративные птицы,Породистая кошка,Беспородная собака,,,,,,,,,Ничего,,,,,,,,,,,,Нет,1 – совершенно не удовлетворен,,,,,,,,,,,,,,Ежедневно менее четырех часов в день,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работающий учащийся, студент","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.8629127932920507
07cfe44f458cebab,Мужской,23.0,Уральский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Выгул агрессивных собак без намордника,Выгул собак на длинном поводке,Отсутствие уборки за собаками во дворе,Самовыгул собак (без поводка),"Отсутствие уборки за собаками в доме (в лифте, в подъезде)",Агрессивное поведение собак по отношению к другим животным,Выгул в неположенных местах,"Укусы, нападения собак на людей",Громкий лай в позднее или раннее время,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Плохое,"Временно не работаю, безработный",,,0.8864864672407595
07cfc4d9e1cce4bb,Мужской,18.0,Сибирский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Ничего не беспокоило,,,,,,,,,,,,,Не смотрю,Eжедневно менее четырех часов в день,Среднее общее (10 или 11 классов школы с аттестатом),Очень хорошее,"Неработающий учащийся, студент",,,0.8841031348499964
07cfdf55bf8ced2d,Мужской,21.0,Сибирский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Ничего не беспокоило,,,,,,,,,,,,,Не смотрю,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Временно не работаю, безработный",,,0.8841031348499964
07cff79cab0ce36b,Мужской,18.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,Породистая собака,Породистая кошка,,,,,,,,,,,Лапомойки в доме,Специализированные урны для утилизации отходов жизнедеятельности собак,Стойки с пакетами для уборки за собаками,Зоомагазины,Специально огороженные площадки для выгула или занятий домашних животных,"Магазины, в которых можно находиться с животными",ГрУминг-салоны (уход за животными),Ветеринарные клиники,"Кафе, в которых можно находиться с животными",,,,Нет,2,,,,,,,,,,,,,,Несколько раз в неделю,Провожу в интернете более четырех часов ежедневно,Среднее общее (10 или 11 классов школы с аттестатом),Среднее,"Работающий учащийся, студент","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",1.2027449773515595
07cff80ce54cedb4,Мужской,22.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,Породистая кошка," Мелкие животные (хомячки, морские свинки, черепашки и т.п.)",,,,,,,,,,,"Магазины, в которых можно находиться с животными",ГрУминг-салоны (уход за животными),Ветеринарные клиники,Зоомагазины,,,,,,,,,Нет,,,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Плохое,"Временно не работаю, безработный",,,1.2027449773515595
07d004f9110ce4e0,Мужской,24.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,Беспородная кошка,,,,,,,,,,,,Ничего,,,,,,,,,,,,Нет,,,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Очень плохое,"Неработающий учащийся, студент",,,1.2027449773515595
07d00e72534ce177,Мужской,22.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Громкий лай в позднее или раннее время,,,,,,,,,,,,,"Редко, но не менее одного раза в полгода",Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Затрудняюсь ответить,(НЕ ЗАЧИТЫВАТЬ) Затрудняюсь ответить,,,1.2027449773515595
07d01a2fd4cce38a,Мужской,21.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Ничего не беспокоило,,,,,,,,,,,,,Несколько раз в месяц,Eжедневно менее четырех часов в день,Среднее общее (10 или 11 классов школы с аттестатом),Среднее,"Работающий учащийся, студент","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",1.2027449773515595
07cfeda9460ce219,Мужской,24.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Ничего не беспокоило,,,,,,,,,,,,,Не смотрю,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Образование, наука Включает в том числе: ясли, детский сад, школа, ССУЗ, вуз, научно-исследовательские институты, центры",1.180284097716317
07cff795d54ce162,Мужской,22.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,Беспородная кошка,Породистая собака,,,,,,,,,,,Ветеринарные клиники,Зоомагазины,Специально огороженные площадки для выгула или занятий домашних животных,,,,,,,,,,Нет,4,,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",1.180284097716317
07d003215acce1fb,Мужской,19.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Ничего не беспокоило,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,"Неработающий учащийся, студент",,,1.180284097716317
07d02144810ce42e,Мужской,23.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Ничего не беспокоило,,,,,,,,,,,,,Несколько раз в месяц,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Очень хорошее,"Работающий учащийся, студент","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",1.180284097716317
07d02167034ce922,Мужской,24.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,Породистая кошка,,,,,,,,,,,,ГрУминг-салоны (уход за животными),Ветеринарные клиники,"Магазины, в которых можно находиться с животными",,,,,,,,,,Не бываю с питомцем в общественных местах,,,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",1.180284097716317
